game_name,box_txt,game_tag,game_intro
梦幻模拟战,开发：Masaya Games & Black Jack Studio | 网络：网游 | 类型：策略,二次元,Langrisser的传说，亦会永续······大陆统一后的百年，魔族再度侵袭，光之圣剑静待复苏。日系殿堂级大作《梦幻模拟战》，正式推出官方手游！动人心魄的全新剧情创作，并收录历代300余关经典关卡，全系列人气角色强势集结！大魄力战斗表现，日本超一线声优加盟，首次全程语音，展现华丽派战棋开宗立派之作。【战棋演武 华丽派战棋大作登场】华丽派战棋系列《梦幻模拟战》，由Masaya工作室制作，被誉为日式SRPG三大殿堂作品之一，大魄力战斗效果是其最为核心的游戏体验！本作中100%原汁原味还原这一特点，兵种间相互克制，地形要素决定战场格局，战斗策略变得异常重要，战斗过程中更是充分展示华丽派战棋流的风范。【感动剧情 剑与魔法的英雄长歌】本作是该系列的唯一官方正统续作，亦是本系列首次登陆移动平台！百万字小说级的原创剧情，不仅有全新的主人公加入，原作系列的人气角色也将悉数登场！故事重回熟悉的“艾路萨莉亚”大陆，圣剑兰古利萨的传说正在向您娓娓道来······【超大容量 多线分支+历代人气关卡】本作将有长达100万字超大容量的原创剧情，同时作为整个系列的回归之作，收录了原作5代作品中的众多经典战役，总计收录300余关卡。游戏关卡设计包含守护NPC存活、万军丛中全身而退、一夫当关阻挡敌军等数十种过关方式，极大地增加了游戏的乐趣。【互动养成 全角色专属剧情关卡】羁绊系统加入，伴随玩家与英雄之间好感度的增进，解锁专属剧情关卡，听Ta讲述那一段与圣剑结缘的生平故事。原作系列中最受玩家期待的转职系统，在本作中得到了尽情发挥。每名英雄拥有专属的独立转职树，根据队伍整体需求灵活转职，才能发挥出最大的战力。【全程语音 日本全明星声优阵容】收录历代全部BGM，并特邀原作系列作曲家岩垂德行先生（游戏音乐代表作《格兰蒂亚》系列、《逆转裁判》系列、《梦幻模拟战》系列等），亲自操刀本作的游戏音乐。前作的声优置鲇龙太郎携当红一线明星声优堀江由衣、能登麻美子、早见沙织等人，共同组成30余人的全明星声优阵容，并首次实现系列全程语音。【官方网站】http://mz.zlongame.com
寻找皮特,开发：Jahulien | 网络：单机 | 类型：益智解谜,,在10个手绘互动关卡中的每个关卡中寻找皮特。皮特是谁？它是一只顽皮的玩具狗，它可能躲在你房间的任何一个角落如果您想找到皮特，就把房间搞得一团糟吧！如果你觉得太难了——每个关卡都有一个小提示。把那个顽皮的小家伙找出来！
英雄就是我,开发：Crazyant | 网络：单机 | 类型：动作,"横版卷轴,像素",《英雄就是我》是一款横版2D像素动作格斗游戏。讲述了一位身世离奇的“英雄”，以自述的方式回忆当年辉煌的过去，但殊不知这一切的背后还有另外的故事……这个游戏诞生有多维度的因素：有自己童年时对现实世界的一些偏差认知，也有早已断层的模糊记忆，当然还有对格斗游戏的挚爱。【玩法介绍】·高度自由的连击格斗系统，从地面到浮空到倒地，多种技能组合方式，还有怒气爆发、暴击一闪，拳打脚踢随意发挥。·动画像素风格，或许能让你找回曾经童年游戏的回忆。·我们为每个关卡制作了原创热血配乐，有电子乐，金属乐，8-bit音乐等多种风格，并将音乐和动作的节奏紧密结合。·游戏提供标准到碰瓷多种难度选择。好上手但不简单，你可以只是暴揍敌人消遣一下，或者是挑战自己变强壮！
水枪射手,开发：Rollic Games | 网络：单机 | 类型：射击,,按住屏幕射击敌人松开屏幕回到掩体中躲避敌人的攻击上瘾和简单的关卡醒目的图形无尽的关卡
NBA 2K16,开发：2K Games | 网络：单机 | 类型：体育,"3D,硬件杀手",【安卓版注意事项】本作需要数据包才能开始游戏，需要联网，如游戏提示需要谷歌服务，点击返回键即可正常游戏。【游戏介绍】《NBA 2K16》是一款由2K Games推出的NBA系列体育大作。游戏中玩家可以根据自己的喜好选择球员进行培养和技能选择，然后通过电脑等磨练自己的技术和操作水平，联网进行玩家对战，寻找自己的篮球之梦。除保留《NBA 2K15》的优质品质外，本作将大力提升整款游戏的真实感，制作组对每个前代收录的球员进行动作捕捉和面部扫描，游戏将重点改善球员的模型，让人物的体型、动作和表情更加真实生动。
火影忍者,开发：腾讯游戏 | 网络：网游 | 类型：动作,"横版卷轴,二次元",《火影忍者》是一款拥有正版授权，由腾讯自主研发并发行的动作格斗游戏。本作在严谨还原《火影忍者》故事精髓的基础上，独创忍术格斗系统，配合CG级的华丽技能表现，尽兴体验酣畅淋漓的格斗连招。更可以自由收集热门忍者，追寻属于自己的英雄忍道。
方舟指令,开发：明朝互动 | 网络：网游 | 类型：策略,"科幻,美少女,国产,二次元",科技发达的2353年，对战少女人形——【誓灵】在社会上引发热潮。在由古老信仰的神秘力量和最尖端的科学技术共同孕育而生的少女人形而点缀地更加丰富多彩的生活之下，伴随着对决不可避免的野心和欲望也滋然而生。1.誓灵必须保护人类的安全2.誓灵必须服从御灵士的命令3.在不违反前两条的情况下，誓灵要保证自己的安全———————————————————————————“御灵士是有着能够唤醒誓灵能力的存在，拥有才能的人最重要的就是自律”“以您的资质或许可以召唤很多誓灵，但是请记住，对于她们来说，您就是她们的全世界。”———————————————————————————在突破了“科学所能够接触的未知的界限”之后接踵而来的，是更加高度的文明？还是触怒自然法则的毁灭呢？“你们不应该航行过远，探究过深”。信仰和科学，哪一个会是覆灭的洪水？哪一个才是拯救的方舟？【官方网站】http://game.bilibili.com/arkorder/yuyue/
画中世界,开发：Annapurna Interactive | 网络：单机 | 类型：益智解谜,,《画中世界》是一款独具特色的解谜游戏，其故事情节围绕Jason Roberts设计和作画的精美手绘插画展开。游戏的情节设计均为原创，游戏中有多个细节丰富的插画格子，玩家可按照自己的想法通过移动和组合插画格子来解谜。操作极为简单，内容却复杂有趣。
战神：夜袭,开发：HandyGames | 网络：单机 | 类型：角色扮演,"奇幻,回合制",《战神：夜袭》是一款由经典游戏机巨作激发的角色扮演游戏，拥有地下城深度探索、以经典JRPG格式呈现的回合制战斗、通过探索世界展开的丰富故事。你将帮助年轻的格丽找到她失散的父亲阿拉姆斯——一位冒险进入危险境地的著名英雄。格丽从5个出乎意料的英雄那里获得帮助，每个英雄都有自己独特的能力、特权、物品和地下城技能。团队一起搜寻阿拉姆斯并发现野外潜伏的危险。 【战斗】经典回合制战斗的灵感来自等游戏机角色扮演游戏。在需要战术的遭遇战中，每方最多有三名战士战斗。 【探索】一个巨大的世界等待着勇敢的冒险家。探索暗秘森林中的秘密，抵御严寒地区的冰冷恐怖，或在托尔卡竞技场中与一波又一波的敌人搏斗。 【制作】你的六名英雄中的每一名都穿着盔甲，携带武器，装备着精美的魔法珠宝——一切都可以制作。【生存】《战神：夜袭》充满了敌人。强盗、野兽、恶魔、元素精灵、机器、不死族，应有尽有！对敌人的攻击作出恰当反应至关重要。如果你没有使你的英雄齐心协力，你的冒险将很快告终。【游戏特色】● 无广告游戏！● 经典回合制战斗，灵感来自游戏机角色扮演游戏巨作，具有独特的超负荷法力系统和令人难以置信的战斗爆发。● 随机生成的美丽地下城，里面有陷阱、谜题、秘密和战利品。● 探索充满隐蔽地下城、罕见头领以及随机出现的朋友和敌人的世界。● 行动导向、随机生成的地下城，里面有陷阱、谜题和秘密。利用每名英雄独特的地下城技能来生存● 从经典《战神》漫画系列中的六名可用英雄中选择三名来构建你的冒险团队，每名都有独特的能力、特权、物品和地下城技能● 投入深度制作系统，使用独特的成分过载系统制作史诗级物品！感谢您玩BATTLE CHASERS: NIGHTWAR！联系HandyGamesTM：http://www.handy-games.com加入我们的Facebook：http://www.fb.com/handygames订阅我们的YouTube频道：http://goo.gl/2Kq6yY在Twitter上查看资讯：http://www.twitter.com/handy_games在Instagram上关注我们：http://instagram.com/handygames版本说明：http://www.handy-games.com/contact/Battle Chasers：Nightwar最初由Airship Syndicate开发。https://twitter.com/Battle_Chasershttps://twitter.com/AirshipSynhttps://www.facebook.com/airshipsyndicate/© www.handy-games.com GmbH
猫和老鼠手游,开发：网易游戏 | 网络：网游 | 类型：动作,"国产,二次元,改编",猫鼠追逃，尽享互动乐趣。智勇较量，谁能赢得胜利？《猫和老鼠》是由华纳兄弟互动娱乐正版IP授权，网易游戏诚意打造的欢乐互动手游。缤纷角色、花式道具、经典场景，加入猫鼠追逃，享受抓捕与逃脱的欢乐！实力组合，打造精品手游网易游戏，国内自研游戏实力代表之一，在手游自有品牌挖掘和授权IP领域强势发力。华纳兄弟互动娱乐（Warner Bros. Interactive Entertainment）是全球最大的电影和电视娱乐制作公司。【联系方式】游戏官网：http://tom.163.com/官方论坛：http://tom.16163.com/玩家QQ群：678297800、259985866、777415900官方微博：猫和老鼠官方手游官方微信：猫和老鼠官方手游客服电话：020-89166183 转 9
SD高达G世纪：革命,开发：BANDAI NAMCO | 网络：网游 | 类型：角色扮演,二次元,【安卓版注意事项】本作需要谷歌市场支持并使用代理才能开始游戏。【iOS版注意事项】本游戏需要港区帐号才能下载安装。【游戏介绍】《SD高达G世纪：革命》是由BANDAI NAMCO出品的一款角色扮演游戏，可体验充满魄力的「钢弹战略仿真」，迎接”革新(Revolution)”的全新「G世代」登场！【实时钢弹战略仿真】编制专属于自己的部队，在实时变化的战场上取得胜利吧！玩家可随心所欲地操纵MS在战场上移动。 还可配合战局，自由地下达「我方全机一齐攻击」、「分散战力以保护战舰」等各种不同的游玩方式！【体验钢弹系列的故事剧情！ 】大量收录可体验钢弹世界观的任务！除了有让人感受到各作品氛围的丰富关卡，还会陆续追加于该作品中登场的机体。【千变万化的「开发‧设计」功能！ 】此系列中令人熟悉的「开发‧设计」功能也会登场。组合于游戏中获得的机体，便能打造出全新机体。【系列作首次的联机合作共斗！ 】搭载系列首见的「联机合作共斗」！透过简易聊天，即使在战斗中也可进行沟通。跟世界各地的好友通力合作，挑战任务吧！
